,BIR_PRJD_ITEM_008,BIR_PRJD_RT_008A,BIR_PRJD_ORIG_PLN,BIR_PRJD_OVERLAY,BIR_PRJD_CURB,BIR_PRJD_DEV_RPAR,BIR_PRJD_WIDENING,BIR_PRJD_PAINTING,BIR_PRJD_SHOP_PLN,BIR_PRJD_OTHER,BIR_PRJD_RE_DECK,BIR_PRJD_FORM_PRJ,BIR_PRJD_DSGN_CLS,BIR_PRJD_YEAR
93,S002 33674,1,Y,,,,,,,,,NH-BRF-2-4(106)-2,HS25,1993.0
94,S002 33674,2,,,,,,,Y,,,12246,,
95,S002 34039,1,Y,,,,,,,,,EACNH-EACBR-2-4(107)-1,HS25,1998.0
96,S002 34191,1,Y,,,,,,,,,EACNH-EACBR-2-4(107)-3C,HS20,1998.0
97,S002 34626,1,Y,,,,,,,,,AI-FA-276-A-(4)-1C,H15,1943.0
98,S002 34626,2,,,,,,,,Y,,F-BHF-2-4(103)-1C,HS20,1983.0
99,S002 34626,3,,,,,,,Y,,,11469,,1983.0
100,S002 34747,1,Y,,,,,,,,,AI-FA-276-C(1)-1,,1943.0
101,S002 34747,2,,,,,Y,,,Y,,F-BHF-2-4(103)-1,HS20,1983.0
102,S002 34747,3,,,,,,,Y,,,11469,,1983.0
103,S002 35444,1,Y,,,,,,,,,AI-FA-276-C(1)-1,,1943.0
104,S002 35444,2,,,,,Y,,,Y,,F-BHF-2-4(103)-1,HS20,1983.0
105,S002 35444,3,,,,,,,Y,,,11469,,1983.0
106,S002 45670,1,Y,,,,,,,,,F-77-2(1028)-4,HS20,1992.0
107,S002 45670,2,,,,,,,Y,,,12186,,
108,S002 45690,1,Y,,,,,,,,,CM-STP-2-6(116)-2,HS25,1992.0
109,S002 45690,2,,,,,,,Y,,,12225,,
110,S002 45690,3,,,,,,,,Y,,RD-2-6(1030),,2009.0
111,S002 45750,1,Y,,,,,,,,,CM-STP-2-6(116)-3,HS25,1992.0
112,S002 45750,2,,,,,,,Y,,,12225,,
113,S002 45750,3,,,,,,,,Y,,RD-2-6(1030),,2009.0
114,S002 45995,1,Y,,,,,,,,,STPB-55(111)-2,,1996.0
115,S002 46092,1,Y,,,,,,,,,F-2-6(1003)-1,HS20,1982.0
116,S002 46092,2,,,,,,,Y,,,11342,,1982.0
117,S002 46191,1,Y,,,,,,,,,AI-FA-276-C(1)-1,,1955.0
118,S002 46191,2,,,,,Y,,,Y,,F-BHF-2-4(103)-1,HS20,1983.0
119,S002 46191,3,,,,,,,Y,,,11469,,1983.0
120,S002 46191,4,,,,,,,Y,,,11342,,1982.0
121,S002 47043,1,Y,,,,,,,,,F-2-6(1011)-1,HS25,1996.0
122,S002 47229L,1,Y,,,,,,,,,F-2-6(1012)-1,HS20,1997.0
123,S002 47229R,1,Y,,,,,,,,,F-257(2)-1,HS20,1956.0
124,S002 47229R,2,,,,,,,Y,,,9810,,
125,S002 47229R,3,,Y,,,Y,,,,,F-BHF-2-7(110)-1,HS20,1987.0
126,S002 47229R,4,,,,,,,Y,,,11726,,1987.0
127,S002 47409,1,Y,,,,,,,,,F-2-6(1012)-8C,HS20,1997.0
128,S002 47597,1,Y,,,,,,,,,F-2-6(1012)-9C,HS20,1997.0
129,S002 47662,1,Y,,,,,,,,,F-257(3),T20,1959.0
130,S002 47662,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
131,S002 47662,3,,,,,,,,Y,,F-26(1012)-10C,HS20,1998.0
132,S002 47760,1,Y,,,,,,,,,F-2-7(1008)-4C,HS20,1997.0
133,S002 48008L,1,Y,,,,,,,,,F-257(3)-1,H20,1959.0
134,S002 48008L,2,,,,,,,Y,,,10095,,1981.0
135,S002 48008L,3,,Y,,Y,,,,,,2(480.08),,1981.0
136,S002 48008L,4,,Y,,,Y,,,,,B-BHF-2-7(110)-2,HS20,1987.0
137,S002 48008L,5,,,,,,,Y,,,11726,,1987.0
138,S002 48008R,1,Y,,,,,,,,,F-2-7(1008)-1,MS22,1997.0
139,S002 48543L,1,Y,,,,,,,,,F-2-7(1009)-1,HS25,1997.0
140,S002 48543R,1,Y,,,,,,,,,F-257(3)-2,H20,1959.0
141,S002 48543R,2,,,,,,,Y,,,10095,,
142,S002 48543R,3,,Y,,,Y,,,,,F-BHF-2-7(110)-3,HS20,1987.0
143,S002 48543R,4,,,,,,,Y,,,11726,,1987.0
144,S002 48943L,1,Y,,,,,,,,,F-2-7(1009)-4,HS25,1997.0
145,S002 48943R,1,Y,,,,,,,,,F-2-7(1009)-4,HS25,1997.0
146,S002 49047L,1,Y,,,,,,,,,F-2-7(1009)-5,HS25,1997.0
147,S002 49047R,1,Y,,,,,,,,,F-133(25)-2ORIG,HS20,1963.0
148,S002 49047R,2,,,,,,,Y,,,10401,,
149,S002 49047R,3,,Y,,,Y,,,,,F-BHF-2-7(108)-2,HS20,1989.0
150,S002 49047R,4,,,,,,,Y,,,11892,,
151,S002 49348,1,Y,,,,,,,,,F-2-7(1010)-9C&STD404-R1,HS20,1993.0
152,S002 49626L,1,Y,,,,,,,,,F-2-7(1013)-1,HS25,1993.0
153,S002 49626L,2,,,,,,,Y,,,12330,,
154,S002 49626R,1,Y,,,,,,,,,F-2-7(1013)-1,HS25,1993.0
155,S002 49626R,2,,,,,,,Y,,,12330,,
156,S002 49665,1,Y,,,,,,,,,F-2-7(1013)-2,HS25,1993.0
157,S002 49665,2,,,,,,,Y,,,12330,,
158,S002 49769L,1,Y,,,,,,,,,F-2-7(1013)-3,HS25,1993.0
159,S002 49769L,2,,,,,,,Y,,,12330,,
160,S002 49769R,1,Y,,,,,,,,,F-2-7(1013)-3,HS25,1993.0
161,S002 49769R,2,,,,,,,Y,,,12330,,
162,S002 49978,1,Y,,,,,,,,,F-2-7(1010)-10C,HS20,1993.0
163,S002 50278,1,Y,,,,,,,,,F-2-7(1015)-7C,HS20,1993.0
164,S002 50361,1,Y,,,,,,,,,F-2-7(1016)-1,HS25,1994.0
165,S002 50816,1,Y,,,,,,,,,BRF-2-7(106)-2,HS20,1983.0
166,S002 50816,2,,,,,,,Y,,,11959,,
167,S002 50816,3,,,,,,,,Y,,STR-2-7(1024),,1999.0
168,S002 50816,4,,,,Y,,,,Y,,STR-2-7(1030)-1,,2009.0
169,S004 01525,1,Y,,,,,,,,,BRF-4-3(104)-1,H20,1981.0
170,S004 01525,2,,,,,,,Y,,,11256,,1981.0
171,S004 01525,3,,,,,,,,Y,,4(15.25),,1982.0
172,S004 01525,4,,,Y,,,,,,,EACSTP-4-3(105)-1C,HS20,1993.0
173,S004 02624,1,Y,,,,,,,,,F-4-4(1002)-1C,HS20,1979.0
174,S004 03768,1,Y,,,,,,,,,RD-4-4(103)-1,HL93,2010.0
175,S004 03881,1,Y,,,,,,,,,S-352(5),H15,1965.0
176,S004 03881,2,,,,,,,,Y,,STD 1822-A2-R2,,
177,S004 03881,3,,,,,,,,Y,,STD 1743-H-R2,,
178,S004 04660,1,Y,,,,,,,,,S-352(4),T20,1964.0
179,S004 04660,2,,,,,,,,Y,,STD 1822-A2-R2,,
180,S004 04660,3,,,,,,,,Y,,STD 1822-A5-R2,,
181,S004 04887,1,Y,,,,,,,,,S-348(10),H15,1959.0
182,S004 04887,2,,,,,,,,Y,,1822-A2-R2,,
183,S004 04942,1,Y,,,,,,,,,S-348(10),H15,1959.0
184,S004 04942,2,,,,,,,,Y,,STD 1822-A2-R2,,
185,S004 05035,1,Y,,,,,,,,,S-348(10),H15,1959.0
186,S004 05035,2,,,,,,,,Y,,STD 1822-A2-R2,,
187,S004 05217,1,Y,,,,,,,,,S-348(10)-2C,H20,1959.0
188,S004 05404,1,Y,,,,,,,,,S-348(10)-3C,H20,1959.0
189,S004 05531,1,Y,,,,,,,,,S-348(10),H15,1959.0
190,S004 05531,2,,,,,,,,Y,,STD 1822-A3-R2,,
191,S004 05669,1,Y,,,,,,,,,S-348(10),H15,1959.0
192,S004 05669,2,,,,,,,,Y,,STD 1822-A2-R2,,
193,S004 06891,1,Y,,,,,,,,,NRS-348-B-3,H15,1933.0
194,S004 06891,2,,,,,,,Y,,,8712,,
195,S004 07603,1,Y,,,,,,,,,EACSTPD-4-5(103)-1,HS25,2003.0
196,S004 08172,1,Y,,,,,,,,,S-348(7),T20,1955.0
197,S004 08172,2,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
198,S004 08599,1,Y,,,,,,,,,NRS-348-C-3,H15,1933.0
199,S004 08599,2,,,,,,,Y,,,8736,,
200,S004 08599,3,,,,,,,,Y,,F-4-4(101)-1,HS20,1991.0
201,S004 08599,4,,,,,,,Y,,,12042,,
202,S004 08599,5,,,,,,,,Y,,RD-4-5(1003)-1,HS20,2011.0
203,S004 08647,1,Y,,,,,,,,,F-4-4(101)STD 1310,HS20,1991.0
204,S004 08949,1,Y,,,,,,,,,SG-348(15)-1,H20,1970.0
205,S004 08949,2,,,,,,,Y,,,10712,,
206,S004 09554,1,Y,,,,,,,,,S-348(12)-1,H20,1964.0
207,S004 09554,2,,,,,,,Y,,,10437,,
208,S004 09554,3,,Y,,,Y,,,,,EACSTPD-4-5(102)-1,HS20,1998.0
209,S004 10118,1,Y,,,,,,,,,S-216-B-1 ORIG,H20,1962.0
210,S004 10118,2,,,,,,,Y,,,10329,,
211,S004 10118,3,,,,,Y,,,,Y,STPD-4-5(104)-1,HS20,2001.0
212,S004 10368,1,Y,,,,,,,,,F-284(10),T-20,1965.0
213,S004 10368,2,,,,,,,,Y,,STD 1822-A2-R2,,
214,S004 10620,1,Y,,,,,,,,,S-216-B-2,H20,1962.0
215,S004 10620,2,,,,,,,Y,,,10329,,
216,S004 10620,3,,,Y,,,,,,,STPD-4-5(104)-1C,HS20,2001.0
217,S004 10719,1,Y,,,,,,,,,S-216-B,T20,1962.0
218,S004 10719,2,,,,,,,,Y,,STD 1822-A2-R2,,
219,S004 10852,1,Y,,,,,,,,,S-216-B,T20,1962.0
220,S004 10852,2,,,,,,,,Y,,STD 1822-A2-R2,,
221,S004 11333,1,Y,,,,,,,,,S-216(4)-2C,UNK,
222,S004 11333,2,,,,,,,,Y,,F-4-5(1001)-1C,HS20,1990.0
223,S004 11877,1,Y,,,,,,,,,S-216(4)-1,HS20,1967.0
224,S004 11877,2,,,,,,,Y,,,10596,,
225,S004 11877,3,,Y,,,Y,,,,,F-4-5(1001)-1,HS20,1990.0
226,S004 11877,4,,,,,,,,Y,,RD-4-5(1004)-1C,HS20,2011.0
227,S004 12226,1,Y,,,,,,,,,S-216(7)-1,HS20,1971.0
228,S004 12226,2,,,,,,,Y,,,10745,,
229,S004 12226,3,,,Y,,,,,,,F-4-5(1001)-3C,,1990.0
230,S004 12226,4,,,,,,,,Y,,RD-4-5(1004)-2C,HS20,2011.0
231,S004 12835,1,Y,,,,,,,,,S-216-A,H15,1963.0
232,S004 12835,2,,,,,,,,Y,,STD 1822-A2-R2,,
233,S004 13373,1,Y,,,,,,,,,S-753(3)-1,H20,1964.0
234,S004 13373,2,,,,,,,Y,,,10477,,
235,S004 13373,3,,,,,Y,,,,Y,EACSTPD-4-6(108)-1,HS25,2004.0
236,S004 15219,1,Y,,,,,,,,,S-215(3)-1,H15,1953.0
237,S004 15219,2,,,,,,,Y,,,9595,,
238,S004 15408,1,Y,,,,,,,,,S-215(4)-1,H15,1954.0
239,S004 15408,2,,,,,,,Y,,,9632,,
240,S004 15513,1,Y,,,,,,,,,S-215(4)-2,H15,1954.0
241,S004 15513,2,,,,,,,Y,,,9632,,
242,S004 17505,1,Y,,,,,,,,,F-517-1,H15,1961.0
243,S004 17505,2,,,,,,,,Y,,STD 1822-A2-R2,,
244,S004 17505,3,,,,,,,,Y,,F-4-6(1007) STD 1206,HS20,1990.0
245,S004 18957,1,Y,,,,,,,,,F-517(2)-1,HS20,1966.0
246,S004 18957,2,,,,,,,Y,,,10565,,
247,S004 18965,1,Y,,,,,,,,,F-517(2)-3C,HS20,
248,S004 19697,1,Y,,,,,,,,,F-246(18)-1,HS20,1972.0
249,S004 19697,2,,,,,,,Y,,,10775,,
250,S004 19744,1,Y,,,,,,,,,67-A-1,H15,1932.0
251,S004 19744,2,,,,,,,Y,,,8610,,
252,S004 19744,3,,,,,,,Y,,,9264,,
253,S004 19744,4,,,,,,,Y,,,10775,,
254,S004 19795,1,Y,,,,,,,,,F-98(20)-2,HS20,1961.0
255,S004 19795,2,,,,,Y,,,,,F-246(18)-3,HS20,1972.0
256,S004 19795,3,,,,,,,Y,,,9553,,
257,S004 19795,4,,,,,,,Y,,,10775,,
258,S004 19795,5,,,Y,,,,,,,F-4-7(1006),,1992.0
259,S004 19795,6,,,,,,,,Y,,F-4-7(1007),,1992.0
260,S004 19795,7,,Y,Y,,,,,,,S-4-7(1006)-1C,HS20,1999.0
261,S004 20168,1,Y,,,,,,,,,F-246(17),T20,1967.0
262,S004 20168,2,,,,,,,,Y,,STD 1822-A2-R2,,
263,S004 20168,3,,,,,,,,Y,,STP-4-7(105),HL93,2011.0
264,S004 20380,1,Y,,,,,,,,,F-246(17)-1,HS20,1967.0
265,S004 20380,2,,,,,,,Y,,,10572,,
266,S004 20380,3,,Y,,,,,,Y,,STP-4-7(105)-1,HS20,2011.0
267,S004 20414,1,Y,,,,,,,,,246-C STD PLAN 1801,T20,1927.0
268,S004 20414,2,,,,,,,,Y,,F-246-C(3),T20,1940.0
269,S004 20414,3,,,,,,,,Y,,STD PLAN 1811-F2,,
270,S004 20414,4,,,,,,,,Y,,F-246(17),T20,1967.0
271,S004 20414,5,,,,,,,,Y,,STD 1822-A2-R2,,
272,S004 20611,1,Y,,,,,,,,,F-246(16)-1C,UNK,1963.0
273,S005 00446,1,Y,,,,,,,,,BRS-5-1(102)-1,H20,1976.0
274,S005 00446,2,,,,,,,Y,,,10936,,
275,S005 00446,3,,,Y,,,,,,,EACSTPD-5-1(104)-1C,,2005.0
276,S005 00635,1,Y,,,,,,,,,RS-5-1(1001)-2C,,1977.0
277,S005 01050,1,Y,,,,,,,,,EACSTPD-5-1(104)-1,HS25,2005.0
278,S006 03614,1,Y,,,,,,,,,F-95(5)-1,H20,1962.0
279,S006 03614,2,,,,,,,Y,,,10361,,
280,S006 03614,3,,Y,,,Y,,,,,NH-6-2(115)-1,HS25,1994.0
281,S006 03614,4,,,,,,,Y,,,12373,,
282,S006 04590,1,Y,,,,,,,,,RF-243(9)-1,H20,1973.0
283,S006 04590,2,,,,,,,Y,,,10794,,
284,S006 04590,3,,,Y,,,,,,,HES-6-2(109)-2C,,1985.0
285,S006 04590,4,,,,,,,,Y,,F-6-2(1018)-2C,,1995.0
286,S006 04590,5,,Y,,,,,,Y,,STP-6-2(130)-1,HS20,2012.0
287,S006 04719,1,Y,,,,,,,,,RF-243(9)-2C,HS20,1972.0
288,S006 04778,1,Y,,,,,,,,,RF-243(9)-2,HS20,1973.0
289,S006 04778,2,,,,,,,Y,,,10794,,
290,S006 04778,3,,,Y,,,,,,,HES-6-2(109)-3C,,1985.0
291,S006 04778,4,,Y,Y,,,,,Y,,STP-6-2(130)-2,HS20,2012.0
292,S006 04938,1,Y,,,,,,,,,RF-243(9)-3,HS20,1973.0
293,S006 04938,2,,,,,,,Y,,,10794,,
294,S006 04938,3,,,Y,,,,,,,HES-6-2(109)-4C,,1985.0
295,S006 04938,4,,Y,,,,,,Y,,STP-6-2(130)-3,HS20,2012.0
296,S006 05166,1,Y,,,,,,,,,RF-243(9)-4,HS20,1973.0
297,S006 05166,2,,,,,,,Y,,,10794,,
298,S006 05166,3,,,Y,,,,,,,HES-6-2(109)-5C,,1985.0
299,S006 05643,1,Y,,,,,,,,,RF-243(9)-5,HS20,1973.0
300,S006 05643,2,,,,,,,Y,,,10794,,
301,S006 05643,3,,,Y,,,,,,,HES-6-2(109)-6C,,1985.0
302,S006 05795,1,Y,,,,,,,,,F-BHF-6-2(116)-1,HS20,1990.0
303,S006 05795,2,,,,,,,Y,,,11984,,
304,S006 05941,1,Y,,,,,,,,,243-B-2C,T20,1937.0
305,S006 05941,2,,,,,,,,Y,,F-6-2(1013)-1C,HS20,1989.0
306,S006 06221,1,Y,,,,,,,,,F-BHF-6-2(116)-STD 1309,HS20,1990.0
307,S006 06342,1,Y,,,,,,,,,F-BHF-6-2(116)-2,HS20,1990.0
308,S006 06342,2,,,,,,,Y,,,11984,,
309,S006 06533,1,Y,,,,,,,,,F-BHF-6-2(116)-STD 1308,HS20,1990.0
310,S006 06640,1,Y,,,,,,,,,F-243-B-2C,HS20,1971.0
311,S006 06870,1,Y,,,,,,,,,F-243-B-1C,HS20,1971.0
312,S006 07128,1,Y,,,,,,,,,F-68(15)-2C,H15,1961.0
313,S006 07255,1,,,,,Y,,,,,F-68(15)-1,HS20,1961.0
314,S006 07255,2,,,,,Y,,,,,F-34-2(1002)-1,H20,1972.0
315,S006 07255,3,,,,,,,Y,,,10306,,
316,S006 07255,4,,,,,,,Y,,,10799,,
317,S006 07255,5,Y,,,,,,,,,ER11-1,H15,1936.0
318,S006 07255,6,,,,,,,Y,,,8900,,
319,S006 07255,7,,,Y,,,,,Y,,EACSTPD -STPP-6-2(119)-1C,,1998.0
320,S006 07255,8,,Y,,Y,,,,,,STPD-6-2(122)-1C,,2011.0
321,S006 07276,1,Y,,,,,,,,,68-D-4,H15,1937.0
322,S006 07276,2,,,,,,,Y,,,9051,,
323,S006 07276,3,,,,,Y,,,,,F-68(15)-2,H20,1961.0
324,S006 07276,4,,,,,,,Y,,,10306,,
325,S006 07276,5,,,,,Y,,,,,F-34-2(1002)-2,H20,1972.0
326,S006 07276,6,,,,,,,Y,,,10799,,
327,S006 07276,7,,,Y,,,,,,,EACSTPD-STPP-6-2(119)-2C,,1998.0
328,S006 07276,8,,Y,,,,,,,,STPD-6-2(122),,2011.0
329,S006 07445,1,Y,,,,,,,,,F-68(15)-1C,T20,
330,S006 07613,1,Y,,,,,,,,,F-68(24)-1,HS20,1967.0
331,S006 07613,2,,,,,,,Y,,,10582,,
332,S006 07613,3,,Y,,,Y,,,,,F-6-2(1015)-1,HS20,1989.0
333,S006 07613,4,,,,,,,Y,,,11936,,
334,S006 07613,5,,,,Y,,,,Y,,STPD-6-2(122)-2C,,2011.0
335,S006 08121,1,Y,,,,,,,,,68-B-1,T20,1931.0
336,S006 08121,2,,,,,,,Y,,,8515,,
337,S006 08121,3,,,,,Y,,,,,F-68(20)-1,HS20,1963.0
338,S006 08121,4,,,,,,,Y,,,10365,,
339,S006 08121,5,,,,,Y,,,,,F-34-2(105)-1,HS20,1973.0
340,S006 08121,6,,,,,,,Y,,,10815,,
341,S006 08121,7,,,Y,,,,,,,F-6-2(1015)-3C,,1989.0
342,S006 08121,8,,Y,,,,,,,,STPD-6-2(122),,2011.0
343,S006 08259,1,Y,,,,,,,,,68-B-2,T20,1931.0
344,S006 08259,2,,,,,,,Y,,,8515,,
345,S006 08259,3,,,,,Y,,,,,F-68(20)-2,HS20,1963.0
346,S006 08259,4,,,,,,,Y,,,10365,,
347,S006 08259,5,,,,,Y,,,,,F-34-2(105)-2,HS20,1973.0
348,S006 08259,6,,,,,,,Y,,,10815,,
349,S006 08259,7,,Y,,,,,,,,STPD-6-2(122),,2011.0
350,S006 08296,1,Y,,,,,,,,,68-B-3,T20,1931.0
351,S006 08296,2,,,,,,,Y,,,8515,,
352,S006 08296,3,,,,,Y,,,,,F-68(20)-3,H20,1963.0
353,S006 08296,4,,,,,,,Y,,,10365,,
354,S006 08296,5,,,,,Y,,,,,F-34-2(105)-3,HS20,1973.0
355,S006 08296,6,,,,,,,Y,,,10815,,
356,S006 08296,7,,,Y,,,,,,,F-6-2(1015)-4C,,1989.0
357,S006 08740,1,Y,,,,,,,,,F-46(8),T20,1963.0
358,S006 08740,2,,,,,,,,Y,,STD 1822-A3-R2,,
359,S006 08910A,1,Y,,,,,,,,,46,,1931.0
360,S006 09205,1,Y,,,,,,,,,46-11,H15,1932.0
361,S006 09205,2,,,,,,,Y,,,8637,,
362,S006 09205,3,,,,,Y,,,,,F-46(9)-1,H20,1963.0
363,S006 09205,4,,,,,,,Y,,,10357,,
364,S006 09205,5,,,,,Y,,,,,F-34-2(1001)-1,H20,1974.0
365,S006 09205,6,,,,,,,Y,,,10869,,
366,S006 09205,7,,,Y,,,,,,,F-6-2(1016)-5C,,1990.0
367,S006 09369,1,Y,,,,,,,,,F-6-2(118)-1,HS20,1992.0
368,S006 09369,2,,,,,,,Y,,,12141,,
369,S006 09685,1,Y,,,,,,,,,F-46(9)-1C,,1963.0
370,S006 09685,2,,,,,,,,Y,,STD 1822-A2-R2,T20,1955.0
371,S006 09761,1,Y,,,,,,,,,F-46(5)-1,H-15,1948.0
372,S006 09761,2,,,,,,,Y,,,9430,,
373,S006 09761,3,,,,,Y,,,,,F-34-2(1001)-3,H-15,1974.0
374,S006 09761,4,,,,,,,Y,,,10869,,
375,S006 09761,5,,,Y,,,,,,,F-6-2(1016)-6C,,1990.0
376,S006 09761,6,,,,,,,,Y,,S-6-2(1028)-1,,1998.0
377,S006 10036,1,Y,,,,,,,,,F-46(6),H-15,1948.0
378,S006 10036,2,,,,,,,,Y,,RF-6-2(104)-4C,HS20,1973.0
379,S006 10036,3,,,,,,,,Y,,F-6-2(1017) STD 1310,,1990.0
380,S006 10146,1,Y,,,,,,,,,F-46(6),H-15,1948.0
381,S006 10146,2,,,,,,,,Y,,RF-6-2(104)-7C,H-20,1973.0
382,S006 10146,3,,,,,,,,Y,,F-6-2(1017)-1C,,1990.0
383,S006 10311,1,Y,,,,,,,,,F-46(7),H-15,1949.0
384,S006 10311,2,,,,,,,,Y,,RF-6-2(104)-8C,H-20,1973.0
385,S006 10354,1,Y,,,,,,,,,F-46(7)-1,H-15,1949.0
386,S006 10354,2,,,,,,,Y,,,9492,,
387,S006 10354,3,,,,,Y,,,,,RF-6-2(104)-1,H-20,1974.0
388,S006 10354,4,,,,,,,Y,,,10876,,
389,S006 10354,5,,,Y,,,,,,,F-6-2(1017)-3C,,1990.0
390,S006 10460,1,Y,,,,,,,,,F-254(9)-1,H-15,1949.0
391,S006 10460,2,,,,,,,Y,,,9493,,
392,S006 10460,3,,,,,Y,,,,,RF-6-2(104)-2,H-20,1974.0
393,S006 10460,4,,,,,,,Y,,,10876,,
394,S006 10460,5,,,Y,,,,,,,F-6-2(1017)-4C,,1990.0
395,S006 10624,1,Y,,,,,,,,,F-254(8)-1,H-15,1949.0
396,S006 10624,2,,,,,,,Y,,,9486,,
397,S006 10624,3,,,,,Y,,,,,RF-6-2(104)-3,H-20,1974.0
398,S006 10624,4,,,,,,,Y,,,10876,,
399,S006 10624,5,,,Y,,,,,,,F-6-2(1017)-5C,,1990.0
400,S006 10827,1,Y,,,,,,,,,F-254(8)-2,H-15,1949.0
401,S006 10827,2,,,,,,,Y,,,9486,,
402,S006 10827,3,,,,,Y,,,,,RF-6-2(104)-4,H-20,1974.0
403,S006 10827,4,,,,,,,Y,,,10876,,
404,S006 10827,5,,,Y,,,,,,,F-6-2(1017)-5C,,1990.0
405,S006 10859,1,Y,,,,,,,,,F-254(8),H15,1949.0
406,S006 10859,2,,,,,,,,Y,,STD PLAN 1811-F3,,
407,S006 10859,3,,,,,,,,Y,,RF-6-2(104)-10C,HS20,1973.0
408,S006 10859,4,,,,,,,,Y,,F-6-2(1017) STD 1305,,1990.0
409,S006 11245,1,Y,,,,,,,,,67-A-1,H15,1932.0
410,S006 11245,2,,,,,,,Y,,,8610,,
411,S006 11245,5,,,,,Y,,,Y,,F-254(11)-1,HS20,1968.0
412,S006 11245,6,,,,,,,Y,,,10625,,
413,S006 11245,7,,Y,Y,Y,,,,,,F-6-3(1006)-1,,1988.0
414,S006 11245,8,,,,,,,Y,,,11868,,
415,S006 11314,1,Y,,,,,,,,,NRH-67-A,T20,1934.0
416,S006 11314,2,,,,,,,,Y,,STD PLAN 1811,,
417,S006 11314,3,,,,,,,,Y,,F-254(11),T20,1968.0
418,S006 11314,4,,,,,,,,Y,,STD PLAN 1822-A2-R2,,
419,S006 11403,1,Y,,,,,,,,,RF-83-2(102)-1,HS20,1973.0
420,S006 11538,1,Y,,,,,,,,,F-254(11)-4C,,1968.0
421,S006 11538,2,,,,,,,,Y,,NH-6-3(116),HS20,2005.0
422,S006 11659,1,Y,,,,,,,,,NH-6-3(116),HS20,2005.0
423,S006 12071,1,Y,,,,,,,,,NH-6-3(116)-1,HL93,2005.0
424,S006 12326,1,Y,,,,,,,,,254-B-6,H15,1949.0
425,S006 12326,2,,,,,,,Y,,,9456,,
426,S006 12326,3,,,,,Y,,,,,F-34-3(103)-2,H15,1973.0
427,S006 12326,4,,,,,,,Y,,,10816,,
428,S006 12326,5,,,Y,,,,,,,MGA-NH-6-3(120)-1C,,2005.0
429,S006 12568,1,Y,,,,,,,,,254-B-5,H15,1936.0
430,S006 12568,2,,,,,,,Y,,,8945,,
431,S006 12568,3,,,,,Y,,,,,F-254(10)-2,H20,1962.0
432,S006 12568,4,,,,,,,Y,,,10355,,
433,S006 12568,5,,,,,Y,,,,,F-34-3(103)-3,H20,1973.0
434,S006 12568,6,,,,,,,Y,,,10816,,
435,S006 12568,7,,,Y,,,,,,,MGA-NH-6-3(120)-2C,,2005.0
436,S006 12735,1,Y,,,,,,,,,273-A-1,H15,1936.0
437,S006 12735,2,,,,,,,Y,,,8959,,
438,S006 12735,3,,,,,Y,,,,,F-BRF-6-3(104)-1,HS20,1980.0
439,S006 12735,4,,,,,,,Y,,,11231,,1981.0
440,S006 12735,5,,,,,,,,Y,,6(127.35),,1982.0
441,S006 12961,1,Y,,,,,,,,,F-BHF-6-3(104)-8C,HS20,1980.0
442,S006 13096,1,Y,,,,,,,,,F-6-3(104)-11C,HS20,1980.0
443,S006 13462,1,Y,,,,,,,,,431-1,H15,1938.0
444,S006 13462,2,,,,,,,Y,,,9067,,
445,S006 13462,3,,,,,Y,,,Y,,F-BHF-6-3(108)-1,HS20,1984.0
446,S006 13462,4,,,,,,,Y,,,11540,,1984.0
447,S006 13530,1,Y,,,,,,,,,F-BHF-6-3(108)-2C,HS20,1984.0
448,S006 13530,2,,,,,,,Y,,,11540,,1984.0
449,S006 13668,1,Y,,,,,,,,,F-BHF-6-3(108)-3C,HS20,1984.0
450,S006 13668,2,,,,,,,Y,,,11540,,1984.0
451,S006 13740,1,Y,,,,,,,,,431-2C,T20,1938.0
452,S006 13740,2,,,,,Y,,,,,F-BHF-6-3(108)-4C,HS20,1984.0
453,S006 13740,3,,,,,,,Y,,,11540,,1984.0
454,S006 13908,1,Y,,,,,,,,,F-BHF-6-3(108)-5C,HS20,1984.0
455,S006 13908,2,,,,,,,Y,,,11540,,1984.0
456,S006 14055L,1,Y,,,,,,,,,UNKNOWN,,
457,S006 14060,1,Y,,,,,,,,,145-D-1,T20,1938.0
458,S006 14060,2,,,,,,,,Y,,1811-F-3,,
459,S006 14060,3,,,,,Y,,,,,F-BHF-6-3(111)-4C,HS20,1984.0
460,S006 14060,4,,,,,,,Y,,,11488,,1984.0
461,S006 14077,1,Y,,,,,,,,,145-D-1,T20,1938.0
462,S006 14077,2,,,,,,,,Y,,1811-F-2,,
463,S006 14077,3,,,,,Y,,,,,F-BHF-6-3(111)-5C,HS20,1984.0
464,S006 14077,4,,,,,,,Y,,,11488,,1984.0
465,S006 14316,1,Y,,,,,,,,,145-D(1)-1,H15,1938.0
466,S006 14316,2,,,,,,,Y,,,9084,,
467,S006 14316,3,,,,,Y,,,Y,,F-BHF-6-3(111)-1,HS20,1984.0
468,S006 14316,4,,,,,,,Y,,,11488,,1984.0
469,S006 14448,1,Y,,,,,,,,,145-D(1)-2C,T20,1938.0
470,S006 14448,2,,,,,Y,,,,,F-BHF-6-3(111)-6C,HS20,1984.0
471,S006 14448,3,,,,,,,Y,,,11488,,1984.0
